"","dwc.earliestPeriodOrLowestSystem","dwc.dynamicProperties","dwc.individualCount","dwc.verbatimLongitude","dwc.identificationVerificationStatus","idigbio.hostFamily","dcterms.modified","dwc.continent","dwc.decimalLongitude","dwc.stateProvince","idigbio.recordId","dwc.associatedReferences","dwc.dateIdentified","dwc.catalogNumber","dwc.datasetID","dwc.nomenclaturalStatus","dwc.taxonRemarks","dwc.identificationRemarks","dwc.specificEpithet","dwc.datasetName","dwc.endDayOfYear","dwc.verbatimDepth","dwc.day","dwc.verbatimTaxonRank","dwc.institutionID","dwc.collectionID","idigbio.associateIdentifier","fcc.datePicked","idigbio.associateRelationship","dwc.eventRemarks","dwc.originalNameUsage","dwc.minimumDepthInMeters","dwc.rights","dwc.startDayOfYear","dwc.behavior","dwc.locationAccordingTo","dcterms.bibliographicCitation","dwc.latestEpochOrHighestSeries","dwc.scientificName","dwc.country","dwc.georeferenceProtocol","dwc.latestPeriodOrHighestSystem","dwc.identificationID","dwc.island","dwc.taxonID","dwc.taxonRank","dwc.basisOfRecord","inhs.superfamily","dwc.geodeticDatum","dwc.rightsHolder","dwc.previousIdentifications","dwc.georeferenceRemarks","inhs.formII_males","idigbio.determinationHistory","dwc.lifeStage","idigbio.etag","dwc.phylum","inhs.formII_females","inhs.relic","dwc.identifiedBy","dwc.nomenclaturalCode","dwc.georeferenceSources","dwc.earliestAgeOrLowestStage","dcterms.accessRights","id","dwc.earliestEpochOrLowestSeries","dwc.verbatimEventDate","dwc.latestEraOrHighestErathem","idigbio.createdBy","dwc.occurrenceID","dwc.higherClassification","idigbio.subfamily","inhs.locationTrs","dwc.countryCode","dwc.identificationQualifier","dwc.preparations","symbiota.verbatimScientificName","dwc.associatedTaxa","dwc.formation","fcc.pickedBy","idigbio.associateNotes","dwc.vernacularName","dwc.otherCatalogNumbers","idigbio.associateDeterminedBy","dwc.associatedSequences","idigbio.tribe","idigbio.endangeredStatus","dwc.eventID","idigbio.preparationCount","idigbio.associateCommonName","inhs.juv_females","dwc.dataGeneralizations","dwc.minimumElevationInMeters","dwc.group","inhs.location_RiverMile","dcterms.rightsHolder","http...symbiota.org.terms.verbatimScientificName","dwc.nameAccordingTo","inhs.formI_males","dwc.georeferenceVerificationStatus","inhs.location_Stream","dwc.family","inhs.dead","fcc.subfamily","dwc.islandGroup","fcc.superfamily","dwc.verbatimCoordinateSystem","dwc.reproductiveCondition","dwc.coordinatePrecision","dcterms.reference","dwc.genus","dwc.institutionCode","dwc.kingdom","dwc.collectionCode","dwc.verbatimSRS","idigbio.associateAuthor","idigbio.associatedFamily","dwc.typeStatus","dwc.waterBody","dwc.fieldNotes","dwc.county","inhs.live","dwc.verbatimElevation","row.number","dwc.informationWithheld","idigbio.version","dwc.namePublishedInID","idigbio.associatedRelationship","dwc.month","dcterms.source","dwc.decimalLatitude","dwc.higherGeography","inhs.juv_undetermined","dwc.lowestBiostratigraphicZone","dwc.individualID","dwc.associatedOccurrences","dwc.municipality","dwc.disposition","dwc.verbatimCoordinates","inhs.instars_Female","dcterms.type","dwc.georeferencedBy","dwc.recordNumber","dwc.occurrenceStatus","dwc.lithostratigraphicTerms","dwc.verbatimLatitude","dwc.samplingEffort","dcterms.language","inhs.juv_males","dwc.earliestEraOrLowestErathem","dwc.sex","inhs.location_Basin","dwc.namePublishedIn","idigbio.preservative","dcterms.rights","dwc.occurrenceRemarks","idigbio.dateModified","dwc.footprintWKT","inhs.instars_Male","dwc.eventTime","dwc.order","dwc.bed","dwc.year","idigbio.uuid","dwc.recordedBy","dwc.class","dwc.maximumElevationInMeters","idigbio.associateCondition","inhs.total_Males","dwc.identificationReferences","dwc.maximumDepthInMeters","dcterms.references","dwc.preparation","dwc.VerbatimEventDate","dwc.coordinateUncertaintyInMeters","dwc.habitat","dwc.member","inhs.vouchered","dwc.scientificNameAuthorship","dwc.relatedResourceID","idigbio.recordID","dwc.latestAgeOrHighestStage","dwc.infraspecificEpithet","dwc.accessRights","dwc.samplingProtocol","dwc.scientificNameID","dwc.locality","idigbio.substrate","dwc.locationID","idigbio.subgenus","symbiotaverbatimScientificName","dwc.fieldNumber","dwc.locationRemarks","dwc.ownerInstitutionCode","idigbio.barcodeValue","dwc.georeferencedDate","inhs.total_females","dwc.establishmentMeans","idigbio.recordIds","dwc.eventDate","dwc.subgenus","dwc.verbatimLocality","dwc.associatedMedia"
"950",NA,"",NA,"","",NA,"09/08/2014","",138.0611,"Caroline Islands",NA,"","","11426-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",12,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Federated States of Micronesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"e20a597a67c463f9b2182ca60b69bbc1991de80f","",NA,NA,"","","",NA,NA,"eefdb72e-6049-4cd9-80db-fc71e93570fe",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","A44C841A-A392-4A6E-A985-5042889781FA","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Yap Island",NA,NA,NA,NA,NA,NA,NA,12,NA,9.2853,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T13:07:18.473Z",NA,NA,NA,"Aspidochirotida",NA,2009,"eefdb72e-6049-4cd9-80db-fc71e93570fe","Sun Kim","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Kim-YAP-St-04",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"980",NA,"",NA,"","",NA,"09/08/2014","",42.67256,"",NA,"","","12072-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",1,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Djibouti","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"692b6c882eeed99d957aecb1cf0fcadad05aaa4a","",NA,NA,"","","",NA,NA,"2393c077-c121-4002-801a-3af744517232",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","0ACDDE0A-DFEC-45EF-A43D-B91B35A1D59C","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,11.51025,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T11:21:04.898Z",NA,NA,NA,"Aspidochirotida",NA,2012,"2393c077-c121-4002-801a-3af744517232","Gustav Paulay","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"DJRS-016",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1002",NA,"",NA,"","",NA,"09/08/2014","",45.268639,"Comoros Islands",NA,"","","6998-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",2,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","France","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"1c9ea6dd3253e17358c78eab9bdce2ee408c2351","",NA,NA,"","","",NA,NA,"e687e6cb-8c03-4a56-bc4c-e8c647403f7e",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","566F1931-77CF-4B0C-93D8-557E986FBB94","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Mayotte Island",NA,NA,NA,NA,NA,NA,NA,6,NA,-12.859323,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T09:12:05.572Z",NA,NA,NA,"Aspidochirotida",NA,2008,"e687e6cb-8c03-4a56-bc4c-e8c647403f7e","Arthur Anker, François Michonneau","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"MAY08-St5",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1025",NA,"",NA,"","",NA,"09/08/2014","",-150.21,"",NA,"","","14308-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",7,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Kiribati","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"342acafb990cfd9eb694bb1c2a6fe1f1e149abc3","",NA,NA,"","","",NA,NA,"940c84c0-387f-4b3c-9fa6-4a32faa2c484",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","3CFEC40E-FB56-4D64-A9A9-2E715D941BBA","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,-9.91,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T09:46:45.914Z",NA,NA,NA,"Aspidochirotida",NA,2013,"940c84c0-387f-4b3c-9fa6-4a32faa2c484","François Michonneau, Nancy Knowlton","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"SLI13_ST145",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1031",NA,"",NA,"","",NA,"09/08/2014","",-134.48297,"Gambier Islands",NA,"","","13238-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",10,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","French Polynesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"ff0e5a03669cd4ff2f9402bafc768d6ba403990e","",NA,NA,"","","",NA,NA,"c32dd11c-fded-4684-961d-41ce76f395e0",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","8556F84A-A7F8-49A9-B31D-10D2B824283F","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,2,NA,-23.31947,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T10:04:23.354Z",NA,NA,NA,"Aspidochirotida",NA,2013,"c32dd11c-fded-4684-961d-41ce76f395e0","Jenna Moore","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"TEMOE",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1039",NA,"",NA,"","",NA,"09/08/2014","",167.39611,"New Caledonia",NA,"","","15885-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",30,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","France","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"64018747308f2468ab0383584a3001e1205d140c","",NA,NA,"","","",NA,NA,"f20c8f62-23f5-4165-ab82-61a0428d9661",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","277C7BE6-604F-4CF3-B924-30FFC63AF1CE","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,10,NA,-22.64778,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T10:15:55.880Z",NA,NA,NA,"Aspidochirotida",NA,2013,"f20c8f62-23f5-4165-ab82-61a0428d9661","Nathaniel Evans","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"NEST4",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1052",NA,"",NA,"","",NA,"09/08/2014","",-155.24556,"Hawaiian Islands",NA,"","","4500-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",24,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"996eeb0fd04d14be06a2402f98fc786bac114cc0","",NA,NA,"","","",NA,NA,"3a209367-5c37-451d-a73a-065f170be6d7",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","663F2212-B84C-4995-AC96-E40760F8E976","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Oahu Island",NA,NA,NA,NA,NA,NA,NA,2,NA,19.99667,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T16:52:10.655Z",NA,NA,NA,"Aspidochirotida",NA,2006,"3a209367-5c37-451d-a73a-065f170be6d7","J. Earle, J. Hoover, G. Paulay","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"GP-Loc-852",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1072",NA,"",NA,"","",NA,"09/08/2014","",48.2333,"",NA,"","","7382-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",14,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Madagascar","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"e8dd9bc2267fb59d9a748f697df343e980de63d1","",NA,NA,"","","",NA,NA,"98809c3f-dd68-4f64-a9cf-30d9a00b2b64",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","3BC642B1-73C4-44D9-8773-23F1008A4313","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,-13.4806,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T17:39:13.304Z",NA,NA,NA,"Aspidochirotida",NA,2008,"98809c3f-dd68-4f64-a9cf-30d9a00b2b64","F. Michonneau, G. Paulay, T. Werner","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"MGNW-19",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1085",NA,"",NA,"","",NA,"09/08/2014","",NA,"Galapagos Islands",NA,"","","9635-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",31,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Ecuador","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"d655fccbbabd6cca3eb82f06c212c417034a0111","",NA,NA,"","","",NA,NA,"a199d7a7-1c26-4e2e-9791-2442fbf14e65",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","8E15EBCD-0830-43D6-A25F-E8EF98619812","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T17:03:03.650Z",NA,NA,NA,"Aspidochirotida",NA,1999,"a199d7a7-1c26-4e2e-9791-2442fbf14e65","R. Bustamante","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"Hickman-020",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1092",NA,"",NA,"","",NA,"09/08/2014","",-166.2348,"Hawaiian Islands",NA,"","","6146-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",16,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","USA","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"1695c487da0892fb59fe395a43e7bcb5733dbf17","",NA,NA,"","","",NA,NA,"04c22aba-de4d-449e-a8ca-fbac478e8dfe",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","11419393-7020-4E34-9AAD-DFECA61A8396","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"French Frigate Shoals",NA,NA,NA,NA,NA,NA,NA,10,NA,23.8732,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T17:25:44.533Z",NA,NA,NA,"Aspidochirotida",NA,2006,"04c22aba-de4d-449e-a8ca-fbac478e8dfe","Brian Zgliczynski, Rusty Brainard, Amy Hall & Elizabeth Keenan","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"FFS-0086",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1139",NA,"",NA,"","",NA,"09/08/2014","",-140.711516666667,"Marquesas Islands",NA,"","","11197-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",24,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","French Polynesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"040dab26ddbdfbd55cdef7b04124f5ea16b71be8","",NA,NA,"","","",NA,NA,"c86d9e2d-d86f-4459-875a-98edad07580c",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","032771FB-E6DB-49AF-9ABB-A24C178AD1BB","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Eiao",NA,NA,NA,NA,NA,NA,NA,11,NA,-7.9886,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T15:47:27.257Z",NA,NA,NA,"Aspidochirotida",NA,2011,"c86d9e2d-d86f-4459-875a-98edad07580c","Nathaniel Evans, Serge Andrefouet, Francesca Benzoni, Jean-Louis Menou, Marco Olivirio, Claude Payri","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"MQ006",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1147",NA,"",NA,"","",NA,"09/08/2014","",-140.6638,"Marquesas Islands",NA,"","","11212-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",26,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","French Polynesia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"8577f1b89558a60084225323080160053b7c82fc","",NA,NA,"","","",NA,NA,"10733444-0d41-4d2c-99cb-2cadd0585058",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","DD2E5CA5-D995-4168-A8A1-BAB9268903E0","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Eiao",NA,NA,NA,NA,NA,NA,NA,11,NA,-7.96316666666667,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T12:34:06.672Z",NA,NA,NA,"Aspidochirotida",NA,2011,"10733444-0d41-4d2c-99cb-2cadd0585058","Nathaniel Evans, Serge Andrefouet, Francesca Benzoni, Jean-Louis Menou, Marco Olivirio, Claude Payri","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"MQ011",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1152",NA,"",NA,"","",NA,"09/08/2014","",47.82011,"",NA,"","","7443-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",24,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Madagascar","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"bb63f28bbbff41c7e8ea99c5ec98b04e5b8259f5","",NA,NA,"","","",NA,NA,"4fea6f6b-200a-426e-b1de-8e231ea69c58",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","B5894E24-9F70-420F-BE98-8E6313E4CE11","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,5,NA,-13.58018,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T13:57:28.980Z",NA,NA,NA,"Aspidochirotida",NA,2008,"4fea6f6b-200a-426e-b1de-8e231ea69c58","Gustav Paulay","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"MGNW-48",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1254",NA,"",NA,"","",NA,"09/08/2014","",171.21438,"Marshall Islands",NA,"","","6754-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",8,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Republic of the Marshall Islands","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"92404d20cdbfad7f2413e27a56ee320103f6fa33","",NA,NA,"","","",NA,NA,"5ef04274-c1be-4428-a566-543c8824db06",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","561A51E1-0026-4577-A8DC-ECE4CF50BDC1","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"Majuro Atoll",NA,NA,NA,NA,NA,NA,NA,4,NA,7.15792,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T13:10:43.633Z",NA,NA,NA,"Aspidochirotida",NA,2008,"5ef04274-c1be-4428-a566-543c8824db06","François Michonneau & Sun Kim","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"FM-St-MAJ08-11",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
"1260",NA,"",NA,"","",NA,"09/08/2014","",151.93375,"Queensland",NA,"","","9949-Echinodermata",NA,NA,NA,"","hilla",NA,NA,"",12,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Holothuria hilla","Australia","",NA,NA,NA,NA,NA,"PreservedSpecimen",NA,"",NA,NA,"",NA,NA,NA,"b8dd7d048199795de448f0e214c0b172202c9e18","",NA,NA,"","","",NA,NA,"8ee03497-9ef9-4ea5-9d9b-50f81a8d0cd8",NA,"",NA,"872733a2-67a3-4c54-aa76-862735a5f334","FB60E1FC-5FEE-4C61-8ED7-ADA2B447699B","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuriidae",NA,NA,NA,NA,"",NA,NA,NA,"Holothuria","FLMNH","","Invertebrate Zoology",NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,11,NA,-23.4332166666667,"",NA,NA,NA,"",NA,"","",NA,"","","",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,"2014-09-12T13:41:05.066Z",NA,NA,NA,"Aspidochirotida",NA,2009,"8ee03497-9ef9-4ea5-9d9b-50f81a8d0cd8","","Holothuroidea",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,"Lesson",NA,NA,NA,"",NA,"",NA,"",NA,"HI09-006",NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,""
