"","inhs.total_Males","dwc.minimumElevationInMeters","idigbio.dateModified","idigbio.version","dwc.lifeStage","dwc.maximumElevationInMeters","dwc.higherGeography","dwc.georeferenceProtocol","idigbio.associateRelationship","dwc.geodeticDatum","dwc.fieldNotes","dwc.dynamicProperties","dwc.verbatimLocality","dwc.reproductiveCondition","dwc.associatedTaxa","inhs.formI_males","dwc.rights","symbiotaverbatimScientificName","dwc.dateIdentified","dwc.dataGeneralizations","dwc.associatedOccurrences","dwc.vernacularName","dwc.lithostratigraphicTerms","dwc.preparation","idigbio.associateIdentifier","dwc.locality","dwc.family","inhs.live","inhs.superfamily","dwc.group","dwc.rightsHolder","dwc.catalogNumber","dwc.latestEpochOrHighestSeries","dwc.verbatimSRS","dwc.fieldNumber","dwc.datasetID","idigbio.substrate","dwc.latestPeriodOrHighestSystem","inhs.location_Basin","dwc.higherClassification","dcterms.accessRights","dcterms.language","dwc.samplingEffort","dcterms.rights","dwc.individualID","dwc.verbatimEventDate","inhs.dead","dwc.locationAccordingTo","id","dwc.originalNameUsage","dwc.georeferenceSources","dcterms.reference","dwc.eventID","dwc.latestAgeOrHighestStage","dcterms.bibliographicCitation","dwc.earliestAgeOrLowestStage","dwc.eventTime","inhs.vouchered","dwc.endDayOfYear","dwc.namePublishedInID","dwc.verbatimTaxonRank","dwc.month","idigbio.etag","dwc.specificEpithet","dcterms.rightsHolder","dwc.basisOfRecord","dwc.relatedResourceID","dwc.occurrenceID","dwc.decimalLatitude","dwc.infraspecificEpithet","dwc.genus","inhs.juv_females","dwc.taxonRank","inhs.instars_Female","fcc.subfamily","dwc.earliestPeriodOrLowestSystem","inhs.formII_females","dwc.disposition","dwc.identificationVerificationStatus","inhs.formII_males","dwc.informationWithheld","dwc.verbatimLongitude","dwc.island","dwc.earliestEraOrLowestErathem","inhs.locationTrs","idigbio.preparationCount","inhs.instars_Male","idigbio.recordId","dwc.georeferencedDate","dwc.country","dwc.stateProvince","dwc.eventRemarks","idigbio.recordIds","dwc.verbatimLatitude","dwc.sex","fcc.superfamily","dwc.verbatimCoordinates","dwc.minimumDepthInMeters","idigbio.associateNotes","dwc.nameAccordingTo","idigbio.uuid","dwc.eventDate","dwc.identificationReferences","idigbio.recordID","fcc.pickedBy","dwc.taxonRemarks","dwc.namePublishedIn","dwc.member","fcc.datePicked","dwc.associatedMedia","idigbio.associateDeterminedBy","dwc.verbatimDepth","dwc.locationRemarks","dwc.identifiedBy","dwc.bed","dwc.kingdom","dwc.identificationID","dwc.georeferenceRemarks","dwc.subgenus","http...symbiota.org.terms.verbatimScientificName","dwc.startDayOfYear","dwc.behavior","idigbio.associateCondition","inhs.total_females","dwc.verbatimCoordinateSystem","dwc.nomenclaturalCode","idigbio.barcodeValue","dwc.county","dwc.locationID","dwc.scientificNameAuthorship","inhs.juv_males","dwc.occurrenceStatus","idigbio.subfamily","dwc.recordNumber","dwc.previousIdentifications","dwc.VerbatimEventDate","dcterms.type","dwc.class","dwc.habitat","dwc.otherCatalogNumbers","dwc.ownerInstitutionCode","dwc.scientificName","dwc.samplingProtocol","dwc.datasetName","dwc.waterBody","dwc.coordinateUncertaintyInMeters","dwc.identificationQualifier","dwc.occurrenceRemarks","dwc.recordedBy","inhs.relic","dwc.continent","idigbio.tribe","dwc.municipality","dcterms.source","dwc.collectionID","dcterms.modified","dwc.day","dwc.associatedReferences","dcterms.references","idigbio.associatedFamily","dwc.collectionCode","dwc.order","dwc.taxonID","idigbio.hostFamily","dwc.associatedSequences","idigbio.subgenus","dwc.coordinatePrecision","idigbio.preservative","dwc.earliestEpochOrLowestSeries","idigbio.determinationHistory","dwc.georeferenceVerificationStatus","dwc.preparations","inhs.location_RiverMile","dwc.countryCode","dwc.formation","dwc.decimalLongitude","idigbio.associatedRelationship","row.number","idigbio.endangeredStatus","dwc.nomenclaturalStatus","inhs.location_Stream","dwc.maximumDepthInMeters","idigbio.createdBy","dwc.institutionID","dwc.verbatimElevation","symbiota.verbatimScientificName","dwc.footprintWKT","idigbio.associateCommonName","dwc.lowestBiostratigraphicZone","dwc.establishmentMeans","dwc.accessRights","dwc.islandGroup","dwc.latestEraOrHighestErathem","dwc.institutionCode","dwc.typeStatus","inhs.juv_undetermined","dwc.georeferencedBy","dwc.scientificNameID","dwc.identificationRemarks","dwc.year","dwc.individualCount","dwc.phylum","idigbio.associateAuthor"
"1125",NA,NA,"2014-09-12T16:13:40.668Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"9559-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"9f8d3b99-e309-45a5-9987-d250c7c3400d",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"9a35d4db8b8d66a9baf839a58a9b1b7a241578f1","lineata","","PreservedSpecimen",NA,"1508D3EF-DD9E-466D-8F92-612F854382FE",-22.69265,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Australia","Western Australia","",NA,"","",NA,"",NA,NA,NA,"9f8d3b99-e309-45a5-9987-d250c7c3400d","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","NIN09-St-61","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Robert Lasley",NA,"",NA,NA,NA,NA,"09/08/2014",NA,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,113.6583,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"1283",NA,NA,"2014-09-12T17:43:08.496Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"14502-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"4fccecb0-7f3c-4f2d-bc20-3cbdf18681e6",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"ec032aff2ea965438cd4c3e47b8626df9140ccd0","lineata","","PreservedSpecimen",NA,"9B8FA643-78EE-46D5-AA7A-6ADA1B5CA75A",-5.18395,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","Madang Province","",NA,"","",NA,"",NA,NA,NA,"4fccecb0-7f3c-4f2d-bc20-3cbdf18681e6","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","PFM-001","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,"09/08/2014",9,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,145.802183,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2012,NA,"",NA
"1289",NA,NA,"2014-09-12T18:36:31.621Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"6177-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"b176e204-1a7e-49a0-975a-0532772858c2",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"3c826a3cb5d16a11fc3248771505c57e34e44ee6","lineata","","PreservedSpecimen",NA,"5675BFC0-AE94-4485-9BD3-FAB536022510",23.6565,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"USA","Hawaiian Islands","",NA,"","",NA,"",NA,NA,NA,"b176e204-1a7e-49a0-975a-0532772858c2","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"French Frigate Shoals","FFS-0115","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Gustav Paulay, Sea McKeon, Emmanuel Soto, Tito Lotufo, John Starmer, Jim Maragos & Scott Godwin",NA,"",NA,NA,NA,NA,"09/08/2014",19,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-166.0778,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2006,NA,"",NA
"1366",NA,NA,"2014-09-12T12:50:37.327Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"14503-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"8849158c-ac8c-48ce-9b7a-ebb0ac822af9",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"2881767bed2f1bf53060d596e3ae01780793fe58","lineata","","PreservedSpecimen",NA,"298FEC68-F0EA-4573-BDF6-C1126A4BFFC9",-5.18395,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","Madang Province","",NA,"","",NA,"",NA,NA,NA,"8849158c-ac8c-48ce-9b7a-ebb0ac822af9","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","PFM-001","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,"09/08/2014",9,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,145.802183,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2012,NA,"",NA
"1367",NA,NA,"2014-09-12T12:52:17.305Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"13172-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"13f0a64f-5727-460f-87a8-cdd60fedddeb",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"43756e1a6cb0c59a1621b996257d82efc2954aa6","lineata","","PreservedSpecimen",NA,"EF15705F-F7EC-4D78-B9A4-EDF1D57DAF08",NA,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Egypt","","",NA,"","",NA,"",NA,NA,NA,"13f0a64f-5727-460f-87a8-cdd60fedddeb","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","Anker-Egypt-01","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Arthur Anker",NA,"",NA,NA,NA,NA,"09/08/2014",3,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"1389",NA,NA,"2014-09-12T11:56:53.458Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"204-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"a32a7055-dcda-4dd6-950a-f795c2fe16ca",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3c59165533388715a4143d4cb8d3a1ca46b050fb","lineata","","PreservedSpecimen",NA,"282D912B-6125-4E73-8BAE-4A427FBCC9EA",13.5,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"USA","Mariana Islands","",NA,"","",NA,"",NA,NA,NA,"a32a7055-dcda-4dd6-950a-f795c2fe16ca","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Guam Island","ZZZ-085873","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Paulay, G.",NA,"",NA,NA,NA,NA,"09/08/2014",14,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,144.8,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2000,NA,"",NA
"1411",NA,NA,"2014-09-12T14:05:46.201Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"6435-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"3045064f-3040-4e47-a28f-76c06529a2e1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"4448f2ff0ab6a8b0890f3e308b042e18f4c05be4","lineata","","PreservedSpecimen",NA,"66CC4F36-4CAC-48DE-B741-FC50C0884BB2",-21.101667,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"France","Mascarene Islands","",NA,"","",NA,"",NA,NA,NA,"3045064f-3040-4e47-a28f-76c06529a2e1","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Reunion Island","SWIO-6","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",NA,"",NA,NA,NA,NA,"09/08/2014",8,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,55.243611,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2007,NA,"",NA
"1414",NA,NA,"2014-09-12T14:14:26.352Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"14073-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"fe386921-dfb3-4076-a4fa-229707534a25",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1c91d11f7556544740afe2baec5322e442bbfe1e","lineata","","PreservedSpecimen",NA,"4BD839E0-BB7F-4645-AE6E-6098463FA56F",-8.94218,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"French Polynesia","Marquesas Islands","",NA,"","",NA,"",NA,NA,NA,"fe386921-dfb3-4076-a4fa-229707534a25","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","MQ-25","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"John Starmer",NA,"",NA,NA,NA,NA,"09/08/2014",NA,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-140.16142,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2012,NA,"",NA
"1430",NA,NA,"2014-09-12T15:02:12.792Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"9517-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"f9c46579-df98-4fd6-b085-3a72dc2bdb3c",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"4572624631797aad47fdf2341cdee9d01543cd8f","lineata","","PreservedSpecimen",NA,"6897E16C-116B-4781-877B-B2D7DD0C0309",-22.67533,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Australia","Western Australia","",NA,"","",NA,"",NA,NA,NA,"f9c46579-df98-4fd6-b085-3a72dc2bdb3c","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","NIN09-St-38","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Robert Lasley",NA,"",NA,NA,NA,NA,"09/08/2014",NA,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,113.6843,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"1593",NA,NA,"2014-09-12T11:26:02.169Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"15908-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"b02a6b0e-3e7f-46e4-8f99-1616687b3ac8",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"253e1072069f2f4746f8c44ad9bcb10320f3ed80","lineata","","PreservedSpecimen",NA,"B41B9266-7E44-4B18-90E2-2124922FDE4D",-22.38318,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"France","New Caledonia","",NA,"","",NA,"",NA,NA,NA,"b02a6b0e-3e7f-46e4-8f99-1616687b3ac8","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","NEST13","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Nathaniel Evans",NA,"",NA,NA,NA,NA,"09/08/2014",4,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,166.8528,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2013,NA,"",NA
"1627",NA,NA,"2014-09-12T15:48:29.110Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"6914-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"a0a8f0c8-551d-45bc-a3aa-b8b7f7c2d86c",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"2664dddaa332ffff8bcf75f8b5f253e1c9f92140","lineata","","PreservedSpecimen",NA,"61CD082D-707D-4458-BF60-2280EB26A825",5.36173,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Federated States of Micronesia","Caroline Islands","",NA,"","",NA,"",NA,NA,NA,"a0a8f0c8-551d-45bc-a3aa-b8b7f7c2d86c","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"Kosrae Island","KOSR-08","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Sun Kim, Alex Kerr, François Michonneau",NA,"",NA,NA,NA,NA,"09/08/2014",27,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,162.96682,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2008,NA,"",NA
"1733",NA,NA,"2014-09-12T18:52:00.777Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"10174-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"dd666c00-4159-4fe3-8684-270e156f3188",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"55bbbc8cb8dcc922fcb2f74028f99f8d57ca3447","lineata","","PreservedSpecimen",NA,"1AB260F8-8AD6-4818-AEF4-48AF81279EBB",-23.54396,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Australia","Queensland","",NA,"","",NA,"",NA,NA,NA,"dd666c00-4159-4fe3-8684-270e156f3188","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","HI09-119","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Robert Lasley",NA,"",NA,NA,NA,NA,"09/08/2014",27,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,151.72279,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
"1749",NA,NA,"2014-09-12T15:10:19.728Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"1800-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"31f493e3-5e6e-424a-bc30-2f531bb3715e",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"cbf6baddf39522a00d47cec2ccbb497f68c6af03","lineata","","PreservedSpecimen",NA,"501E1B6E-ABE4-475A-949E-C5E1A71255FA",-10.2608333333333,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Papua New Guinea","","",NA,"","",NA,"",NA,NA,NA,"31f493e3-5e6e-424a-bc30-2f531bb3715e","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","GP-Loc-552","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Paulay, G.",NA,"",NA,NA,NA,NA,"09/08/2014",27,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,150.7125,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",1998,NA,"",NA
"1850",NA,NA,"2014-09-12T14:00:21.064Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"7297-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"4d09d9fe-a5e5-4a9c-baaa-4db3affac23c",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"9f03cb662d64026ec9bb2aad43fe9110f044b0de","lineata","","PreservedSpecimen",NA,"D38DF1FB-EBEC-4A4E-A02E-004A52083B2C",-13.41562,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Madagascar","","",NA,"","",NA,"",NA,NA,NA,"4d09d9fe-a5e5-4a9c-baaa-4db3affac23c","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","MGNW-50","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"A. Anker, G. Bakary, F. Michonneau, G. Paulay, T. Werner",NA,"",NA,NA,NA,NA,"09/08/2014",25,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,48.24648,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2008,NA,"",NA
"1854",NA,NA,"2014-09-12T14:07:42.260Z",NA,NA,NA,"","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","Holothuriidae",NA,NA,NA,NA,"8934-Echinodermata",NA,NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,"",NA,NA,"5583505b-75df-4379-bf57-41c7c7d804a1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"e0f8a22e4ea70f72c4df25bd433e7df8238440b0","lineata","","PreservedSpecimen",NA,"F68F0256-6B49-4724-AFEF-ED4743B81DD0",-6.38733,"","Holothuria",NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Tanzania","","",NA,"","",NA,"",NA,NA,NA,"5583505b-75df-4379-bf57-41c7c7d804a1","",NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"","Werner-Zanzibar-3","Ludwig",NA,NA,NA,"",NA,NA,"","Holothuroidea","","","","Holothuria lineata","",NA,"",NA,NA,NA,"Tim Werner",NA,"",NA,NA,NA,NA,"09/08/2014",16,"","",NA,"Invertebrate Zoology","Aspidochirotida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,39.28727,NA,NA,NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLMNH","",NA,"",NA,"",2009,NA,"",NA
