"","idigbio.subgenus","dwc.nomenclaturalStatus","dwc.datasetID","inhs.relic","dwc.decimalLatitude","idigbio.tribe","dcterms.type","dwc.island","dwc.collectionID","dcterms.language","dwc.verbatimCoordinateSystem","dwc.kingdom","inhs.dead","dwc.endDayOfYear","dwc.fieldNumber","dwc.country","dwc.originalNameUsage","dwc.reproductiveCondition","dwc.verbatimTaxonRank","dwc.recordNumber","dcterms.rights","dwc.identificationReferences","dwc.latestPeriodOrHighestSystem","dwc.occurrenceRemarks","dwc.otherCatalogNumbers","dwc.individualID","inhs.instars_Female","dwc.earliestPeriodOrLowestSystem","dwc.georeferenceVerificationStatus","dwc.behavior","inhs.formII_males","fcc.subfamily","dwc.scientificNameAuthorship","dwc.typeStatus","inhs.total_Males","http...symbiota.org.terms.verbatimScientificName","idigbio.preservative","idigbio.recordIds","dwc.verbatimLongitude","dwc.taxonRank","dwc.namePublishedIn","inhs.location_Stream","dwc.infraspecificEpithet","dwc.geodeticDatum","dwc.georeferenceRemarks","dwc.VerbatimEventDate","idigbio.hostFamily","inhs.juv_males","dwc.month","dwc.continent","dwc.relatedResourceID","dwc.georeferenceSources","dwc.stateProvince","idigbio.determinationHistory","dwc.eventID","inhs.vouchered","dwc.individualCount","dwc.maximumDepthInMeters","dwc.identificationVerificationStatus","dwc.scientificName","dwc.earliestAgeOrLowestStage","dwc.dataGeneralizations","dwc.countryCode","dwc.class","idigbio.preparationCount","dwc.footprintWKT","dwc.occurrenceID","symbiotaverbatimScientificName","dwc.recordedBy","inhs.location_RiverMile","dwc.verbatimDepth","dwc.previousIdentifications","dwc.waterBody","inhs.instars_Male","dwc.order","symbiota.verbatimScientificName","dwc.preparation","dwc.occurrenceStatus","dwc.dynamicProperties","dwc.namePublishedInID","dwc.associatedMedia","dwc.phylum","dwc.subgenus","idigbio.associateAuthor","dwc.habitat","dcterms.references","dwc.vernacularName","dwc.dateIdentified","inhs.juv_undetermined","inhs.locationTrs","dwc.lowestBiostratigraphicZone","dwc.eventDate","dwc.sex","dwc.disposition","inhs.live","idigbio.etag","idigbio.associateCondition","dwc.nomenclaturalCode","fcc.datePicked","dwc.georeferenceProtocol","dwc.nameAccordingTo","dwc.day","idigbio.associatedFamily","dwc.locality","dwc.formation","dcterms.rightsHolder","dwc.informationWithheld","inhs.total_females","dcterms.accessRights","dwc.latestEraOrHighestErathem","dwc.basisOfRecord","dcterms.bibliographicCitation","idigbio.barcodeValue","dwc.associatedSequences","dwc.family","dwc.ownerInstitutionCode","idigbio.recordID","dwc.identificationQualifier","dwc.associatedTaxa","dwc.earliestEraOrLowestErathem","dwc.verbatimLatitude","idigbio.substrate","dwc.scientificNameID","idigbio.associatedRelationship","dwc.minimumElevationInMeters","dwc.identificationID","dwc.verbatimLocality","inhs.juv_females","dwc.identificationRemarks","inhs.formI_males","dwc.identifiedBy","dwc.taxonRemarks","dwc.datasetName","dwc.fieldNotes","inhs.location_Basin","dwc.maximumElevationInMeters","dwc.samplingEffort","dcterms.source","id","dwc.rights","dwc.higherClassification","idigbio.createdBy","dwc.lithostratigraphicTerms","dwc.eventTime","idigbio.associateDeterminedBy","dwc.samplingProtocol","idigbio.associateNotes","idigbio.dateModified","dwc.collectionCode","dwc.institutionID","idigbio.associateCommonName","dwc.startDayOfYear","dwc.decimalLongitude","dwc.islandGroup","dwc.verbatimCoordinates","dwc.coordinatePrecision","dwc.georeferencedBy","dwc.genus","dwc.verbatimElevation","dwc.higherGeography","dwc.locationID","dcterms.reference","fcc.superfamily","dwc.eventRemarks","idigbio.uuid","fcc.pickedBy","dwc.georeferencedDate","dwc.member","dwc.group","dwc.establishmentMeans","inhs.formII_females","dcterms.modified","idigbio.associateRelationship","idigbio.associateIdentifier","dwc.verbatimSRS","dwc.verbatimEventDate","dwc.institutionCode","dwc.locationRemarks","dwc.preparations","dwc.bed","row.number","dwc.latestEpochOrHighestSeries","dwc.accessRights","dwc.rightsHolder","idigbio.recordId","dwc.taxonID","dwc.year","inhs.superfamily","dwc.lifeStage","dwc.specificEpithet","dwc.latestAgeOrHighestStage","idigbio.subfamily","dwc.municipality","dwc.associatedReferences","dwc.minimumDepthInMeters","dwc.locationAccordingTo","dwc.catalogNumber","dwc.associatedOccurrences","dwc.county","dwc.earliestEpochOrLowestSeries","dwc.coordinateUncertaintyInMeters","idigbio.version","idigbio.endangeredStatus"
"2128",NA,NA,NA,NA,11.55875,NA,"",NA,NA,"","","",NA,NA,"","Djibouti",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,10,"",NA,"","",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"8911BEDF-39CE-4172-84D5-E89DA55E687F",NA,"Gustav Paulay",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"c4dbf855574664bffbd9da2a4d9b9d18619b7578",NA,"",NA,"",NA,2,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"38022ca6-8f5c-4f3f-9e06-89c52108f041",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T12:21:14.935Z","Invertebrate Zoology","",NA,NA,42.74083,NA,"",NA,"","Holothuria",NA,"","DJRS-019",NA,NA,"","38022ca6-8f5c-4f3f-9e06-89c52108f041",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"12069-Echinodermata","","",NA,NA,NA,NA
"2187",NA,NA,NA,NA,-13.4244,NA,"",NA,NA,"","","",NA,NA,"","Madagascar",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,5,"",NA,"","",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"C1A5ACEC-380D-4EEC-8B61-5DE591270418",NA,"G. Bakary, H. Bruggemann, F. Michonneau, G. Paulay, T. Werner",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"cb7018067b5068c14beeb67821c389a6b790c9cb",NA,"",NA,"",NA,15,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"c1a47e99-c484-4e52-8393-b6cf4eaa2a4e",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T13:36:32.294Z","Invertebrate Zoology","",NA,NA,48.3642,NA,"",NA,"","Holothuria",NA,"","MGNW-20",NA,NA,"","c1a47e99-c484-4e52-8393-b6cf4eaa2a4e",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"7399-Echinodermata","","",NA,NA,NA,NA
"2195",NA,NA,NA,NA,NA,NA,"",NA,NA,"","","",NA,NA,"","Tuvalu",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,6,"",NA,"","Tuvalu Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"AFB54A76-798A-49CF-9512-FBAF35DD0C6A",NA,"Lisa Kirkendale",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"487aa0279cd0d6498fa90337fc97bcd0003338fc",NA,"",NA,"",NA,19,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"9c16c882-2167-4325-b06b-0f337fca36fe",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T17:50:40.518Z","Invertebrate Zoology","",NA,NA,NA,NA,"",NA,"","Holothuria",NA,"","LAK-240",NA,NA,"","9c16c882-2167-4325-b06b-0f337fca36fe",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2004,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"5946-Echinodermata","","Funafuti Atoll",NA,NA,NA,NA
"2269",NA,NA,NA,NA,23.3827,NA,"",NA,NA,"","","",NA,NA,"","Mexico",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,1,"",NA,"","Baja California Sur",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"DEFAF78D-ACB3-4DFD-BE79-523C6D177CB1",NA,"T. A. Ebert, D. M. Dexter",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"be83f88387183ab4ffd7b6f6f710541760cf822e",NA,"",NA,"",NA,28,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"f54dd1e2-8249-41cf-8a1d-87b87a3ef00b",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T14:46:26.884Z","Invertebrate Zoology","",NA,NA,-109.4253,NA,"",NA,"","Holothuria",NA,"","Ebert-Los Frailes",NA,NA,"","f54dd1e2-8249-41cf-8a1d-87b87a3ef00b",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,1972,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"16144-Echinodermata","","",NA,NA,NA,NA
"2271",NA,NA,NA,NA,-21.2566666666667,NA,"",NA,NA,"","","",NA,NA,"","Cook Islands",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,6,"",NA,"","Cook Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"D5317BAE-14DA-46A8-BBC2-46B591407934",NA,"Machel Malay",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"6db223c005b469c7bfc1d9bd49a1b37a78648691",NA,"",NA,"",NA,18,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"39cd2078-02f8-4703-b5d2-7f1e4e30b7c5",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T14:49:45.857Z","Invertebrate Zoology","",NA,NA,-159.816833333333,NA,"",NA,"","Holothuria",NA,"","MRARO-002",NA,NA,"","39cd2078-02f8-4703-b5d2-7f1e4e30b7c5",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"6666-Echinodermata","","Rarotonga Island",NA,NA,NA,NA
"2304",NA,NA,NA,NA,-19.1,NA,"",NA,NA,"","","",NA,NA,"","Niue Island",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,7,"",NA,"","Niue Island",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"2BBE26C6-A996-49E7-927D-04A4D244789F",NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"43dd363e82f4e890aba685b9ae44ad26cfdd320f",NA,"",NA,"",NA,19,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"df18ac6c-9b22-43bd-9a42-5df914a405db",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T13:25:49.404Z","Invertebrate Zoology","",NA,NA,-169.9,NA,"",NA,"","Holothuria",NA,"","HNIUE-052",NA,NA,"","df18ac6c-9b22-43bd-9a42-5df914a405db",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,1986,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"1754-Echinodermata","","Niue Island",NA,NA,NA,NA
"2318",NA,NA,NA,NA,-18.1788166666667,NA,"",NA,NA,"","","",NA,NA,"","Fiji",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,11,"",NA,"","Fiji Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"AEA4DF26-67D6-452C-A38F-524E6F6965BD",NA,"Kirkendale, L. & Bonito, V.",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"673bbed74cf5b5c69e9a16e4dddfba5107c693b6",NA,"",NA,"",NA,10,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"a30860a4-8d8f-4f9c-9de1-7012cfdbd581",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T16:07:52.836Z","Invertebrate Zoology","",NA,NA,178.457433333333,NA,"",NA,"","Holothuria",NA,"","LAK-015C",NA,NA,"","a30860a4-8d8f-4f9c-9de1-7012cfdbd581",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2001,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"358-Echinodermata","","Viti Levu Island",NA,NA,NA,NA
"2333",NA,NA,NA,NA,-8.93718,NA,"",NA,NA,"","","",NA,NA,"","French Polynesia",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,1,"",NA,"","Marquesas Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"B6DFAF1C-639E-4D09-AB80-C4F14D8C2D7F",NA,"John Starmer",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"dda4bede58c4f43d7085c2ff84c84f2523534ca8",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"d315c46f-facd-4428-9e75-bf62b51b4aa5",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T18:01:51.449Z","Invertebrate Zoology","",NA,NA,-140.12067,NA,"",NA,"","Holothuria",NA,"","MQ-02",NA,NA,"","d315c46f-facd-4428-9e75-bf62b51b4aa5",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"14088-Echinodermata","","",NA,NA,NA,NA
"2341",NA,NA,NA,NA,-18.042225,NA,"",NA,NA,"","","",NA,NA,"","France",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,11,"",NA,"","New Caledonia",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"E20AA982-8692-4C30-B34E-73C256C45F3B",NA,"Nathaniel Evans",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"627241c729d1009e39c5e0120cc0fc4f0e5ba604",NA,"",NA,"",NA,15,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"c7eb8e92-f9fb-4f33-be2f-c0fd6fbbf96b",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T17:10:29.795Z","Invertebrate Zoology","",NA,NA,162.958427,NA,"",NA,"","Holothuria",NA,"","NEST23",NA,NA,"","c7eb8e92-f9fb-4f33-be2f-c0fd6fbbf96b",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"15890-Echinodermata","","",NA,NA,NA,NA
"2449",NA,NA,NA,NA,21.4352833333333,NA,"",NA,NA,"","","",NA,NA,"","USA",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,2,"",NA,"","Hawaiian Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"850BC4FC-FBD0-4D72-9A86-C6A5C6587C79",NA,"C. Meyer, G. Paulay",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"95d6e2b6232223a3a39f1ca48f26c36d2f4d7e3e",NA,"",NA,"",NA,28,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"c3c27bab-68d6-4358-9537-84f534206735",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T17:06:58.242Z","Invertebrate Zoology","",NA,NA,-157.788783333333,NA,"",NA,"","Holothuria",NA,"","GP-Loc-855",NA,NA,"","c3c27bab-68d6-4358-9537-84f534206735",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"4818-Echinodermata","","Oahu Island",NA,NA,NA,NA
"2471",NA,NA,NA,NA,-14.3616,NA,"",NA,NA,"","","",NA,NA,"","American Samoa",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,NA,"",NA,"","Samoa Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"81A278EE-0397-4CFA-B895-5E23920B4FF4",NA,"John Starmer",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"841cfada0f2bea6cae371f851cbafb8f68263e79",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"8c166619-c6a4-47a1-9d11-ef4335a353b4",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T14:35:48.113Z","Invertebrate Zoology","",NA,NA,-170.7471,NA,"",NA,"","Holothuria",NA,"","JAS-Tutuila",NA,NA,"","8c166619-c6a4-47a1-9d11-ef4335a353b4",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"13285-Echinodermata","","Tutuila Island",NA,NA,NA,NA
"2484",NA,NA,NA,NA,23.3827,NA,"",NA,NA,"","","",NA,NA,"","Mexico",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,1,"",NA,"","Baja California Sur",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"2EEF8D70-4D79-40A4-A625-D0622AFF024C",NA,"T. A. Ebert, D. M. Dexter",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"9455c9b19c65ca28aad6eea8e9ad1000cfa86d02",NA,"",NA,"",NA,28,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"7c398da1-b11b-45bc-bbf8-30feef6f1b11",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T11:35:30.109Z","Invertebrate Zoology","",NA,NA,-109.4253,NA,"",NA,"","Holothuria",NA,"","Ebert-Los Frailes",NA,NA,"","7c398da1-b11b-45bc-bbf8-30feef6f1b11",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,1972,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"16150-Echinodermata","","",NA,NA,NA,NA
"2557",NA,NA,NA,NA,-21.087166,NA,"",NA,NA,"","","",NA,NA,"","France",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,8,"",NA,"","Mascarene Islands",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"D54D46DF-6567-4BC5-9736-5C3C80082BD5",NA,"Henrich Bruggemann, Nicolas Hubert, Francois Michonneau & Gustav Paulay",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"d1ce8d7e3f877de0b0bd9b7d05a5910f7f8a27d6",NA,"",NA,"",NA,9,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"e721b955-70a0-443d-9bdf-cd086675c5c4",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T15:06:06.670Z","Invertebrate Zoology","",NA,NA,55.2216,NA,"",NA,"","Holothuria",NA,"","SWIO-9",NA,NA,"","e721b955-70a0-443d-9bdf-cd086675c5c4",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"6492-Echinodermata","","Reunion Island",NA,NA,NA,NA
"2622",NA,NA,NA,NA,-13.4806,NA,"",NA,NA,"","","",NA,NA,"","Madagascar",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,5,"",NA,"","",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"4E382413-3B6E-4AE3-9116-C457101572EC",NA,"F. Michonneau, G. Paulay, T. Werner",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"b73fe8c31f2e07a1a3fbf7ed860b36a6289baa68",NA,"",NA,"",NA,14,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"30290e6e-6435-446f-ae2f-12a019360348",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T13:43:13.259Z","Invertebrate Zoology","",NA,NA,48.2333,NA,"",NA,"","Holothuria",NA,"","MGNW-19",NA,NA,"","30290e6e-6435-446f-ae2f-12a019360348",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"7381-Echinodermata","","",NA,NA,NA,NA
"2797",NA,NA,NA,NA,-19.1,NA,"",NA,NA,"","","",NA,NA,"","Niue Island",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Semper","",NA,NA,NA,NA,"",NA,NA,NA,"","","",NA,NA,NA,9,"",NA,"","Niue Island",NA,NA,NA,NA,NA,"","Holothuria difficilis",NA,NA,NA,"Holothuroidea",NA,NA,"BEADFCBF-669C-43C0-854C-5738F265B6FB",NA,"",NA,"",NA,"",NA,"Aspidochirotida",NA,NA,NA,"",NA,"","",NA,NA,"","",NA,"",NA,NA,NA,"","","",NA,"51742d830b10bf77b54d725fb0df2250ee88fffe",NA,"",NA,"",NA,30,NA,"",NA,"",NA,NA,NA,NA,"PreservedSpecimen",NA,NA,NA,"Holothuriidae","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"a2a895fe-935c-49e7-a773-19fecd328336",NA,"","872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,"",NA,"2014-09-12T09:39:33.328Z","Invertebrate Zoology","",NA,NA,-169.9,NA,"",NA,"","Holothuria",NA,"","HNIUE-002",NA,NA,"","a2a895fe-935c-49e7-a773-19fecd328336",NA,NA,NA,NA,NA,NA,"09/08/2014",NA,NA,NA,"","FLMNH","","",NA,NA,NA,NA,NA,NA,NA,1986,NA,NA,"difficilis",NA,NA,NA,"",NA,NA,"1834-Echinodermata","","Niue Island",NA,NA,NA,NA
