"","idigbio.associatedRelationship","idigbio.determinationHistory","dwc.scientificNameAuthorship","dwc.scientificNameID","dwc.identificationVerificationStatus","dcterms.reference","dwc.typeStatus","inhs.location_Stream","dwc.verbatimLongitude","dcterms.rights","dwc.collectionCode","idigbio.associateAuthor","dwc.verbatimCoordinateSystem","dwc.countryCode","dwc.verbatimLocality","dwc.originalNameUsage","dwc.locationAccordingTo","fcc.superfamily","dwc.collectionID","dwc.associatedSequences","inhs.formII_males","dwc.earliestEraOrLowestErathem","dwc.bed","dwc.country","dwc.institutionID","idigbio.preservative","dcterms.accessRights","dwc.endDayOfYear","dwc.taxonRemarks","idigbio.createdBy","dwc.identificationQualifier","dcterms.modified","dwc.verbatimLatitude","dwc.group","inhs.instars_Male","dwc.georeferenceProtocol","dwc.occurrenceID","dwc.associatedMedia","dwc.continent","inhs.superfamily","dwc.establishmentMeans","idigbio.uuid","idigbio.associateNotes","dwc.rightsHolder","dwc.occurrenceRemarks","dwc.verbatimSRS","dwc.verbatimEventDate","dwc.latestEraOrHighestErathem","dwc.preparation","dwc.ownerInstitutionCode","dwc.lowestBiostratigraphicZone","dwc.class","dwc.occurrenceStatus","dwc.catalogNumber","dwc.informationWithheld","fcc.pickedBy","idigbio.preparationCount","dwc.kingdom","dwc.verbatimDepth","dwc.associatedOccurrences","dwc.taxonID","dcterms.source","idigbio.endangeredStatus","symbiotaverbatimScientificName","idigbio.version","dwc.coordinatePrecision","dwc.day","fcc.subfamily","dwc.municipality","dwc.month","dwc.lifeStage","dwc.county","row.number","dwc.nomenclaturalStatus","dwc.phylum","dwc.specificEpithet","dwc.locality","dwc.islandGroup","dwc.geodeticDatum","dwc.genus","dwc.latestEpochOrHighestSeries","inhs.location_Basin","dwc.family","dwc.island","dwc.nameAccordingTo","dwc.minimumDepthInMeters","dwc.earliestPeriodOrLowestSystem","idigbio.associateCondition","dwc.samplingEffort","dwc.associatedTaxa","dwc.higherGeography","dwc.formation","idigbio.associateCommonName","inhs.live","dcterms.bibliographicCitation","idigbio.subgenus","dwc.dataGeneralizations","dwc.identifiedBy","inhs.locationTrs","dwc.earliestAgeOrLowestStage","dwc.associatedReferences","dwc.eventTime","dwc.georeferenceRemarks","dwc.habitat","idigbio.dateModified","dwc.namePublishedIn","dwc.verbatimCoordinates","dwc.previousIdentifications","dwc.identificationReferences","idigbio.subfamily","idigbio.recordID","inhs.location_RiverMile","dwc.preparations","idigbio.hostFamily","id","dwc.scientificName","inhs.juv_females","dwc.vernacularName","dwc.locationID","inhs.formII_females","dwc.behavior","dwc.latestAgeOrHighestStage","dwc.sex","dwc.relatedResourceID","inhs.relic","dwc.identificationRemarks","dwc.reproductiveCondition","dwc.verbatimElevation","dwc.startDayOfYear","dwc.basisOfRecord","dwc.georeferenceSources","idigbio.associateDeterminedBy","dwc.maximumElevationInMeters","dwc.locationRemarks","idigbio.associateRelationship","inhs.dead","dwc.individualID","dwc.waterBody","dwc.eventRemarks","dwc.decimalLatitude","dwc.fieldNotes","dwc.eventDate","dwc.coordinateUncertaintyInMeters","idigbio.etag","symbiota.verbatimScientificName","dwc.samplingProtocol","inhs.vouchered","dwc.georeferencedDate","inhs.total_Males","dwc.stateProvince","idigbio.substrate","dwc.disposition","idigbio.recordIds","dwc.recordedBy","idigbio.tribe","dwc.latestPeriodOrHighestSystem","dcterms.references","idigbio.associatedFamily","fcc.datePicked","dwc.accessRights","idigbio.recordId","dwc.eventID","dwc.lithostratigraphicTerms","dwc.nomenclaturalCode","dwc.rights","dwc.dynamicProperties","dcterms.rightsHolder","dwc.datasetID","dwc.infraspecificEpithet","dwc.minimumElevationInMeters","dwc.taxonRank","idigbio.associateIdentifier","idigbio.barcodeValue","dwc.member","inhs.instars_Female","dwc.georeferenceVerificationStatus","dwc.namePublishedInID","dwc.fieldNumber","dwc.recordNumber","dwc.higherClassification","dcterms.language","dwc.order","dwc.VerbatimEventDate","dwc.institutionCode","dwc.datasetName","dwc.individualCount","inhs.formI_males","dwc.subgenus","dwc.footprintWKT","dcterms.type","dwc.year","http...symbiota.org.terms.verbatimScientificName","inhs.juv_males","dwc.earliestEpochOrLowestSeries","inhs.total_females","dwc.otherCatalogNumbers","dwc.identificationID","dwc.verbatimTaxonRank","dwc.maximumDepthInMeters","dwc.georeferencedBy","dwc.decimalLongitude","dwc.dateIdentified","inhs.juv_undetermined"
"1711",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saudi Arabia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","2EBE3CF8-7676-4EBC-B6C5-5A92DA6BEEFC","","",NA,NA,"1dfc10c9-da4e-495b-b72a-1590bf852b03",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"14220-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,1,NA,NA,10,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T16:22:38.479Z",NA,"",NA,NA,NA,NA,NA,"",NA,"1dfc10c9-da4e-495b-b72a-1590bf852b03","Holothuria atra",NA,NA,"NORS-17",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",28.184617,NA,"",NA,"7795afa4e80f82a11562b95c57c9e6916eaf0da3",NA,"",NA,NA,NA,"",NA,"",NA,"Gustav Paulay, Daisuke Uyeno",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2013,NA,NA,NA,NA,"",NA,NA,NA,"",34.638117,"",NA
"1721",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Micronesia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","F2A6B2F5-E2C3-4E6A-84D3-66372F969D51","","",NA,NA,"36d0ac33-1c36-484e-88a6-b2c3b702e3b5",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12623-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,7,NA,NA,8,NA,"Pohnpei Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T17:29:50.615Z",NA,"",NA,NA,NA,NA,NA,"",NA,"36d0ac33-1c36-484e-88a6-b2c3b702e3b5","Holothuria atra",NA,NA,"Dickinson-1976-08-7",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",NA,NA,"",NA,"72d72e56e38138a342f2c359d0484cd49019ce0c",NA,"",NA,NA,NA,"Pohnpei Island",NA,"",NA,"R. Dickinson",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",1976,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA
"1727",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Federated States of Micronesia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","F295F1CE-7870-48DA-8227-9AA35F5A72E0","","",NA,NA,"682447b1-573e-48f8-bda0-c76fdb574c04",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"6919-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,25,NA,NA,2,NA,"Kosrae Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T18:08:38.256Z",NA,"",NA,NA,NA,NA,NA,"",NA,"682447b1-573e-48f8-bda0-c76fdb574c04","Holothuria atra",NA,NA,"KOSR-05",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",5.34222,NA,"",NA,"5b653d97d18a37949ed8fa4d6d3a0898767a6ddf",NA,"",NA,NA,NA,"Caroline Islands",NA,"",NA,"Sun Kim, Alex Kerr, François Michonneau",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2008,NA,NA,NA,NA,"",NA,NA,NA,"",163.01986,"",NA
"1729",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","227445C5-A2EC-4B81-8DDE-24F08021FD1F","","",NA,NA,"7d879ea5-a8f7-4a15-8ffd-b6bcbfff2213",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"4831-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,25,NA,NA,2,NA,"Oahu Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T14:55:13.785Z",NA,"",NA,NA,NA,NA,NA,"",NA,"7d879ea5-a8f7-4a15-8ffd-b6bcbfff2213","Holothuria atra",NA,NA,"GP-Loc-853",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",21.2876166666667,NA,"",NA,"950afa8a8c423f67c78f1d145bbc56c57067043f",NA,"",NA,NA,NA,"Hawaiian Islands",NA,"",NA,"J. Earle, J. Hoover, G. Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2006,NA,NA,NA,NA,"",NA,NA,NA,"",-158.0025,"",NA
"1737",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saudi Arabia","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","669C9BD3-4CF2-4F11-B0E7-3775D78E8C72","","",NA,NA,"431580ae-ebfd-4e34-a95e-5698383d3e06",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12112-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,6,NA,NA,10,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T16:28:58.117Z",NA,"",NA,NA,NA,NA,NA,"",NA,"431580ae-ebfd-4e34-a95e-5698383d3e06","Holothuria atra",NA,NA,"DJRS-031",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",NA,NA,"",NA,"fe7a7c2dff7685ed270e584cde11f9c08ce0d51e",NA,"",NA,NA,NA,"",NA,"",NA,"Gustav Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2012,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA
"1743",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Mariana Islands","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","7C75A13A-D667-4AD6-B0E7-EB02337A1D46","","",NA,NA,"92b1bc79-2bf2-403c-8292-ae8b902cfe2a",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12423-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saipan Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T16:41:31.000Z",NA,"",NA,NA,NA,NA,NA,"",NA,"92b1bc79-2bf2-403c-8292-ae8b902cfe2a","Holothuria atra",NA,NA,"Starmer-Laolao",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",15.2,NA,"",NA,"4cbba4268dacbf0eccf246179e5e96219bf0e2c2",NA,"",NA,NA,NA,"",NA,"",NA,"John Starmer",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",145.7,"",NA
"1755",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Djibouti","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","F6988B1C-8313-42EE-ABDA-6DA095B4B73F","","",NA,NA,"f7453af1-7500-4a6e-be5d-98ab3b5f5ea0",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12080-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,2,NA,NA,10,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T18:20:32.617Z",NA,"",NA,NA,NA,NA,NA,"",NA,"f7453af1-7500-4a6e-be5d-98ab3b5f5ea0","Holothuria atra",NA,NA,"DJRS-019",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",11.55875,NA,"",NA,"168111f8c873a3474a7f0c38fd1eff7b4e6c6e8d",NA,"",NA,NA,NA,"",NA,"",NA,"Gustav Paulay",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2012,NA,NA,NA,NA,"",NA,NA,NA,"",42.74083,"",NA
"1779",NA,NA,"Jaeger, 1833",NA,"",NA,"",NA,"",NA,"IZ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippines","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"","",NA,NA,"","urn:catalog:CAS:IZ:111385","","",NA,NA,"06a397d1-8064-4437-9039-2f8d33eea56c",NA,NA,NA,NA,"12 Apr 1973",NA,NA,"",NA,"",NA,"111385.0",NA,NA,NA,"Animalia","1-3 m","",NA,NA,NA,NA,NA,NA,12,NA,NA,4,NA,"",NA,NA,"ECHINODERMATA","atra","coral reef.",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,1,NA,NA,NA,NA,"PHILIPPINES: Mindanao: Zamboanga: Little Santa Cruz Island",NA,NA,NA,NA,NA,NA,"Rene G. Ledesma",NA,NA,"",NA,"","","2014-03-20T20:53:20.711Z",NA,"",NA,NA,NA,NA,NA,"75% EtOH",NA,"06a397d1-8064-4437-9039-2f8d33eea56c","Holothuria atra",NA,NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,102,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",NA,NA,"1973-04-12 00:00:00.0",NA,"e88ae368a0a617411fed02899a59be5fc5bfb31e",NA,"",NA,NA,NA,"",NA,"",NA,"F.B. Steiner",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","Animalia: ECHINODERMATA: HOLOTHUROIDEA: ASPIDOCHIROTIA: ASPIDOCHIROTIDA: Holothuriidae","en","",NA,"CAS",NA,1,NA,NA,NA,"PhysicalObject",1973,NA,NA,NA,NA,"",NA,NA,3,"",NA,"1997-07-01 00:00:00.0",NA
"1782",NA,NA,"Jaeger, 1833",NA,"",NA,"",NA,"162°5.504'W",NA,"IZ",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"","5°53.333'N",NA,NA,"","urn:catalog:CAS:IZ:173069","","",NA,NA,"2cfc264e-e54e-4185-80b9-1e0f98d7ff6f",NA,NA,NA,NA,"15 Sep 2006",NA,NA,"",NA,"",NA,"173069.0",NA,NA,NA,"Animalia","2-3 ft","",NA,NA,NA,NA,NA,NA,15,NA,NA,9,NA,"",NA,NA,"ECHINODERMATA","atra","Cooper Island, in coral rubble and spongy algal clumps on sand flat at old pier site NW of ripple wharf",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,0.6096,NA,NA,NA,NA,"PACIFIC OCEAN: Line Islands: Palmyra Atoll: West Lagoon",NA,NA,NA,NA,NA,NA,"R. Van Syoc",NA,NA,"",NA,"","Intertidal.","2014-03-20T20:15:24.924Z",NA,"5° 53.333' N, 162° 5.504' W",NA,NA,NA,NA,NA,"75% EtOH",NA,"2cfc264e-e54e-4185-80b9-1e0f98d7ff6f","Holothuria atra",NA,NA,"",NA,NA,NA,"",NA,NA,"",NA,NA,258,"PreservedSpecimen","",NA,NA,"algal clumps, coral rubble",NA,NA,NA,"","CAS Palmyra Expedition 2006",5.8888833,NA,"2006-09-15 00:00:00.0",NA,"ab58a68ccf6a6a219e76adf082cd484c61b7ffbf",NA,"hand",NA,NA,NA,"",NA,"",NA,"C. Piotrowski",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"CP-28","","Animalia: ECHINODERMATA: HOLOTHUROIDEA: ASPIDOCHIROTIA: ASPIDOCHIROTIDA: Holothuriidae","en","",NA,"CAS",NA,1,NA,NA,NA,"PhysicalObject",2006,NA,NA,NA,NA,"",NA,NA,0.9144,"",-162.0917333,"2006-09-15 00:00:00.0",NA
"1856",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippines","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","147FA1AB-8C11-4B79-876E-4FF2A0CEECFC","","",NA,NA,"14fe8abd-8b44-401d-8fa3-60e744dbc65c",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"5702-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,10,NA,NA,6,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T14:17:32.260Z",NA,"",NA,NA,NA,NA,NA,"",NA,"14fe8abd-8b44-401d-8fa3-60e744dbc65c","Holothuria atra",NA,NA,"SEMP-28",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",9.51835,NA,"",NA,"865aaa75024274dc2e9dee5a835dc7a439b04994",NA,"",NA,NA,NA,"Bohol",NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2006,NA,NA,NA,NA,"",NA,NA,NA,"",123.67912,"",NA
"1879",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seychelles","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","9F0BD691-DE71-41D2-A408-53DF14C1F455","","",NA,NA,"47a6d8a3-b557-4603-bf84-454e3cce7f97",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"11335-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T14:31:06.973Z",NA,"",NA,NA,NA,NA,NA,"",NA,"47a6d8a3-b557-4603-bf84-454e3cce7f97","Holothuria atra",NA,NA,"Koike-NW Mahe",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",-4.558319068,NA,"",NA,"7400a1d606c83021a6f2cf48f1e49a6e1d29322e",NA,"",NA,NA,NA,"",NA,"",NA,"Hal Koike",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,"",55.363808,"",NA
"1900",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Mariana Islands","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","662F3E69-9132-4115-9CA1-C848D3CDDE88","","",NA,NA,"26bbd97e-7c9b-4fd1-b3d9-2d3a1cc72f39",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"5010-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,14,NA,NA,9,NA,"Agrihan Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:09:50.778Z",NA,"",NA,NA,NA,NA,NA,"",NA,"26bbd97e-7c9b-4fd1-b3d9-2d3a1cc72f39","Holothuria atra",NA,NA,"AGR-2005-002",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",NA,NA,"",NA,"13100d2815cb202cb1f8c2c0b2f5ed9a46e7331d",NA,"",NA,NA,NA,"Mariana Islands",NA,"",NA,"Alexander M. Kerr",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2005,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA
"1903",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Mariana Islands","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","7194D0E4-D9DF-41F7-BF3E-D40250E058AE","","",NA,NA,"5d4a0c23-f94a-47ac-a759-0291f56a9b89",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"12618-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,5,NA,NA,6,NA,"Pagan Island",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:19:35.974Z",NA,"",NA,NA,NA,NA,NA,"",NA,"5d4a0c23-f94a-47ac-a759-0291f56a9b89","Holothuria atra",NA,NA,"PAG-12",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",NA,NA,"",NA,"1bb55a82d878e94e20a4f11ba0a091f6e824a70a",NA,"",NA,NA,NA,"Mariana Islands",NA,"",NA,"John Starmer",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2007,NA,NA,NA,NA,"",NA,NA,NA,"",NA,"",NA
"1909",NA,NA,"Jäger",NA,"",NA,"",NA,"",NA,"Invertebrate Zoology",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philippines","",NA,NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,"09/08/2014","",NA,NA,"","E07D4205-A5CB-41BE-8897-68CFDF3A6580","","",NA,NA,"7c544dec-915a-4023-b968-abf3e08b772e",NA,NA,NA,NA,"",NA,NA,"",NA,"Holothuroidea",NA,"6900-Echinodermata",NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,27,NA,NA,5,NA,"",NA,NA,"","atra","",NA,"","Holothuria",NA,NA,"Holothuriidae",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","","2014-09-12T09:24:18.567Z",NA,"",NA,NA,NA,NA,NA,"",NA,"7c544dec-915a-4023-b968-abf3e08b772e","Holothuria atra",NA,NA,"SEMP-10",NA,NA,NA,"",NA,NA,"",NA,NA,NA,"PreservedSpecimen","",NA,NA,"",NA,NA,NA,"","",9.07275,NA,"",NA,"471011f299f6f4eafa7faec18e88d42b157e5871",NA,"",NA,NA,NA,"Negros Oriental",NA,"",NA,"Kris Netchy & Alex Kerr",NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Aspidochirotida",NA,"FLMNH",NA,NA,NA,NA,NA,"",2006,NA,NA,NA,NA,"",NA,NA,NA,"",123.26442,"",NA
