"","dwc.locationRemarks","idigbio.etag","inhs.juv_females","dwc.verbatimSRS","dwc.catalogNumber","dwc.latestPeriodOrHighestSystem","dwc.stateProvince","dwc.identificationVerificationStatus","dwc.verbatimLocality","dwc.preparation","dwc.occurrenceStatus","inhs.instars_Female","dwc.minimumElevationInMeters","dwc.verbatimElevation","dwc.locality","dwc.otherCatalogNumbers","dwc.georeferencedBy","dwc.scientificName","inhs.formII_males","fcc.subfamily","idigbio.associateCondition","idigbio.barcodeValue","dwc.family","dwc.dataGeneralizations","dwc.verbatimDepth","dwc.associatedMedia","dwc.originalNameUsage","dwc.endDayOfYear","idigbio.determinationHistory","dwc.day","dwc.order","symbiotaverbatimScientificName","dcterms.rightsHolder","dwc.informationWithheld","dcterms.rights","idigbio.preservative","dcterms.modified","inhs.location_Stream","dwc.associatedTaxa","dwc.bed","dwc.latestAgeOrHighestStage","inhs.live","dwc.institutionCode","dwc.dateIdentified","dwc.geodeticDatum","dwc.continent","dwc.waterBody","dwc.earliestAgeOrLowestStage","dwc.occurrenceID","dwc.class","dwc.lithostratigraphicTerms","dwc.phylum","inhs.formII_females","dwc.verbatimTaxonRank","dwc.behavior","dwc.sex","idigbio.recordIds","dwc.identifiedBy","dwc.year","idigbio.uuid","dwc.recordedBy","dwc.subgenus","dwc.earliestEraOrLowestErathem","dwc.associatedReferences","dwc.group","dwc.nomenclaturalStatus","dwc.rights","dwc.higherGeography","dwc.nomenclaturalCode","dwc.coordinatePrecision","dcterms.source","dwc.formation","dwc.accessRights","dwc.scientificNameID","dwc.preparations","dwc.islandGroup","dwc.individualID","dwc.collectionID","dwc.startDayOfYear","dwc.countryCode","dwc.genus","idigbio.associateIdentifier","dwc.georeferenceRemarks","dwc.kingdom","dwc.decimalLatitude","dwc.latestEraOrHighestErathem","inhs.formI_males","symbiota.verbatimScientificName","dwc.minimumDepthInMeters","dwc.previousIdentifications","dcterms.language","dwc.lifeStage","inhs.juv_males","dcterms.type","dwc.taxonRemarks","inhs.location_Basin","dwc.samplingProtocol","dwc.georeferenceSources","dwc.identificationRemarks","idigbio.subfamily","dwc.fieldNumber","dwc.maximumElevationInMeters","inhs.superfamily","dwc.scientificNameAuthorship","dwc.fieldNotes","dwc.identificationReferences","dwc.dynamicProperties","dwc.decimalLongitude","dwc.eventID","dwc.collectionCode","dwc.county","inhs.instars_Male","dwc.taxonRank","dwc.taxonID","idigbio.substrate","dwc.occurrenceRemarks","dwc.associatedOccurrences","dwc.establishmentMeans","dwc.samplingEffort","dwc.locationID","dwc.identificationQualifier","idigbio.associatedFamily","idigbio.recordID","idigbio.endangeredStatus","dwc.maximumDepthInMeters","dwc.island","dwc.nameAccordingTo","dwc.eventTime","idigbio.preparationCount","inhs.relic","idigbio.associateCommonName","idigbio.associateAuthor","inhs.total_Males","fcc.datePicked","dwc.datasetID","dwc.coordinateUncertaintyInMeters","dwc.disposition","dwc.infraspecificEpithet","dwc.georeferenceVerificationStatus","idigbio.associateRelationship","fcc.superfamily","dwc.verbatimCoordinates","dwc.verbatimLongitude","dwc.eventRemarks","dwc.earliestEpochOrLowestSeries","dwc.higherClassification","dwc.identificationID","dwc.basisOfRecord","inhs.total_females","idigbio.subgenus","idigbio.associateDeterminedBy","idigbio.createdBy","dwc.member","inhs.locationTrs","dwc.relatedResourceID","dwc.lowestBiostratigraphicZone","dwc.georeferencedDate","dwc.verbatimCoordinateSystem","dwc.month","dwc.verbatimLatitude","dwc.typeStatus","dwc.individualCount","dcterms.bibliographicCitation","idigbio.recordId","dwc.recordNumber","id","http...symbiota.org.terms.verbatimScientificName","dwc.associatedSequences","dwc.latestEpochOrHighestSeries","dwc.eventDate","dwc.vernacularName","inhs.juv_undetermined","dwc.namePublishedIn","fcc.pickedBy","dwc.ownerInstitutionCode","inhs.vouchered","dcterms.reference","dwc.institutionID","idigbio.tribe","dcterms.references","dwc.country","dwc.datasetName","idigbio.version","dwc.municipality","idigbio.associatedRelationship","dwc.namePublishedInID","dwc.VerbatimEventDate","dwc.earliestPeriodOrLowestSystem","idigbio.associateNotes","dwc.reproductiveCondition","dwc.verbatimEventDate","dcterms.accessRights","dwc.rightsHolder","dwc.habitat","dwc.georeferenceProtocol","inhs.dead","inhs.location_RiverMile","dwc.locationAccordingTo","idigbio.dateModified","row.number","dwc.specificEpithet","dwc.footprintWKT","idigbio.hostFamily"
"695","","e07f21c243869c00a259cec89068b1b980bb32ee",NA,NA,"5597-Echinodermata",NA,"Bohol","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,11,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"1B2E7BFA-463F-4268-A411-150E21E2E77A","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2006,"9eb42eb4-9252-4538-80cc-7f06099bb523","Kris Netchy & Alex Kerr",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",NA,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"SEMP-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",6,"","",NA,NA,NA,"","9eb42eb4-9252-4538-80cc-7f06099bb523",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T10:04:59.654Z",NA,"impatiens",NA,NA
"721","","4208e68ad16bacfaefc8fe5c3dc010516ae6b3fa",NA,NA,"6987-Echinodermata",NA,"Caroline Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,28,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"B163B744-17D1-409C-B92B-518A868B7147","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2008,"0b84ed6a-98d5-4fd1-87e6-3c73d282b5b2","Sun Kim, Alex Kerr, François Michonneau",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",5.36916,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",163.01382,NA,"Invertebrate Zoology","Kosrae Island",NA,NA,NA,NA,NA,"",NA,NA,"KOSR-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",2,"","",NA,NA,NA,"","0b84ed6a-98d5-4fd1-87e6-3c73d282b5b2",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Federated States of Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T11:30:17.028Z",NA,"impatiens",NA,NA
"724","","a06b17612a6712868b4e430dc1f39a1397b89ca9",NA,NA,"6809-Echinodermata",NA,"Caroline Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,28,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"A9F4ACA1-7DA8-4AEB-9F61-AA6C38B7F6AC","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2008,"9e4aab17-18eb-46b7-b188-3893224e1193","François Michonneau, Alexander M. Kerr, Sun Kim",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",5.36916,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",163.01382,NA,"Invertebrate Zoology","Kosrae Island",NA,NA,NA,NA,NA,"",NA,NA,"KOSR-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",2,"","",NA,NA,NA,"","9e4aab17-18eb-46b7-b188-3893224e1193",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Federated States of Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T11:45:13.661Z",NA,"impatiens",NA,NA
"727","","011e4bb8ca4f82d6e6f06d9c8f2c3846e22044e8",NA,NA,"9848-Echinodermata",NA,"Society Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,16,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"0A176B4A-3B8F-475B-8063-E5C3A94CE21C","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2009,"f885701e-6eba-4c85-a84b-fe7cfeb446dc","Arthur Anker",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-17.498214,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",-149.754865,NA,"Invertebrate Zoology","Moorea Island",NA,NA,NA,NA,NA,"",NA,NA,"BIZ-172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",11,"","",NA,NA,NA,"","f885701e-6eba-4c85-a84b-fe7cfeb446dc",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T11:49:34.101Z",NA,"impatiens",NA,NA
"740","","5bf27a526d5a159583f8359eb9771d9577cc2ef0",NA,NA,"9056-Echinodermata",NA,"","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,NA,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"D92158D8-019D-4DE5-A778-6728CAD0E866","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2008,"b9d28c1c-d116-41af-9e36-97ab8443335b","I. C. Enochs",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",8.6317,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",-79.0299,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"Enochs-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",NA,"","",NA,NA,NA,"","b9d28c1c-d116-41af-9e36-97ab8443335b",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Panama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T09:35:09.363Z",NA,"impatiens",NA,NA
"754","","65088a58b62daf86cec15e646dc9716d4da6ce68",NA,NA,"8191-Echinodermata",NA,"Queensland","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,10,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"448B5D05-26A7-4D15-8E3B-29721981B8DB","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2009,"1217c309-231b-44e2-a37d-a3e25ad3ef2e","Robert Lasley, François Michonneau",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-14.6805,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",145.4714,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"AUST-ST-012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",2,"","",NA,NA,NA,"","1217c309-231b-44e2-a37d-a3e25ad3ef2e",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T13:04:56.601Z",NA,"impatiens",NA,NA
"772","","c0eeaf89cbb2312db70fe1c15e5a19f27b7f16e5",NA,NA,"8406-Echinodermata",NA,"Queensland","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,16,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"DC381663-3ACE-4798-8A36-2E89E8EE1EC7","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2009,"411f09be-b34a-4557-9282-2fa4a876cf59","Robert Lasley, François Michonneau",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-14.7746,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",145.3673,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"AUST-ST-046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",2,"","",NA,NA,NA,"","411f09be-b34a-4557-9282-2fa4a876cf59",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T17:33:32.733Z",NA,"impatiens",NA,NA
"777","","de11fc42f80557f7642a49259b738c7136163518",NA,NA,"5174-Echinodermata",NA,"Cook Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,18,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"1C08830D-D939-4C8F-A158-91B120C1E144","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2006,"76f1fba5-2d97-44db-bb3a-630c1b6707b1","Machel Malay",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-21.2566666666667,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",-159.816833333333,NA,"Invertebrate Zoology","Rarotonga Island",NA,NA,NA,NA,NA,"",NA,NA,"MRARO-002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",6,"","",NA,NA,NA,"","76f1fba5-2d97-44db-bb3a-630c1b6707b1",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T16:57:57.596Z",NA,"impatiens",NA,NA
"782","","5bbda75bd1aed770cea23396ae64bf39c3672d6a",NA,NA,"15897-Echinodermata",NA,"New Caledonia","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,1,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"B9EC2F48-C884-4624-A481-CEA0010B1C9F","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2013,"85027728-dcf7-49be-bba5-b4a9d80868be","Nathaniel Evans",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-22.58346,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",167.52262,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"NEST8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",11,"","",NA,NA,NA,"","85027728-dcf7-49be-bba5-b4a9d80868be",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T18:47:37.878Z",NA,"impatiens",NA,NA
"788","","08d50b980cbb3e5e10f7e82ecd8aff8437cbd70a",NA,NA,"1352-Echinodermata",NA,"Cook Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,18,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"912973C7-72A7-4774-A0B7-434E9D661176","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",1986,"e7491540-fa86-4da8-92c0-c8c24f1479ac","Paulay, G.",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-18.9,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",-159.8,NA,"Invertebrate Zoology","Aitutaki Island",NA,NA,NA,NA,NA,"",NA,NA,"HAIU-015-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",10,"","",NA,NA,NA,"","e7491540-fa86-4da8-92c0-c8c24f1479ac",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T17:40:09.827Z",NA,"impatiens",NA,NA
"790","","3a535f60b77672d92caa10d171cc759afb6393d0",NA,NA,"574-Echinodermata",NA,"Tuamotu Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,10,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"AE4709A6-C14F-4654-B6E1-370205E45C32","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2001,"076af40c-3589-40b8-8e34-7dd75539c685","Paulay, G.",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-15.133333,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",-148.233333,NA,"Invertebrate Zoology","Tikehau Atoll",NA,NA,NA,NA,NA,"",NA,NA,"BTIK-002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",6,"","",NA,NA,NA,"","076af40c-3589-40b8-8e34-7dd75539c685",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T16:57:33.944Z",NA,"impatiens",NA,NA
"810","","4145aeaa6b13caaae509d88ca9c5e831aa5fb9a0",NA,NA,"7383-Echinodermata",NA,"","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,14,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"EBE87924-B215-4095-8A51-620CBD27381E","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2008,"61c41fca-8f06-4e09-9449-3d5abd21a08d","F. Michonneau, G. Paulay, T. Werner",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-13.4806,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",48.2333,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"MGNW-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",5,"","",NA,NA,NA,"","61c41fca-8f06-4e09-9449-3d5abd21a08d",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T16:33:50.343Z",NA,"impatiens",NA,NA
"829","","dedcebce30f1456ccea7545395700c88050b09a2",NA,NA,"5027-Echinodermata",NA,"Society Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,30,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"8F68AFED-EBD2-41BD-920A-F886790AA6E8","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2006,"deb0a9ec-f1a0-4474-9da7-cbfdff6b388c","Machel Malay & Esther Emmanuelli",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-17.533333,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",-149.833333,NA,"Invertebrate Zoology","Moorea Island",NA,NA,NA,NA,NA,"",NA,NA,"MMOOR-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",4,"","",NA,NA,NA,"","deb0a9ec-f1a0-4474-9da7-cbfdff6b388c",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T13:30:38.866Z",NA,"impatiens",NA,NA
"830","","5ec755f3c3e19110ddebe5c2b6c2e81f2f653936",NA,NA,"8939-Echinodermata",NA,"","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,16,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"6F595C01-9EC1-4CAA-A003-142852258170","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2009,"e126eb90-d493-4e85-842b-dc44c96d7f86","Tim Werner",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",-6.38733,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",39.28727,NA,"Invertebrate Zoology","",NA,NA,NA,NA,NA,"",NA,NA,"Werner-Zanzibar-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",8,"","",NA,NA,NA,"","e126eb90-d493-4e85-842b-dc44c96d7f86",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Tanzania",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T13:19:15.110Z",NA,"impatiens",NA,NA
"834","","23d4bda9b0e21ef65e60f7ed7000cb1eb0a2f072",NA,NA,"6771-Echinodermata",NA,"Marshall Islands","",NA,NA,NA,NA,NA,NA,"","","","Holothuria impatiens",NA,NA,NA,NA,"Holothuriidae",NA,"","",NA,NA,NA,7,"Aspidochirotida",NA,"",NA,NA,NA,"09/08/2014",NA,NA,NA,NA,NA,"FLMNH","","","","",NA,"97C325BC-5A50-4A83-8C33-E5D3DA678829","Holothuroidea",NA,"",NA,NA,NA,"",NA,"",2008,"8f4d2f39-7abf-44a5-b6e2-b50f7fc0aa4f","François Michonneau & Sun Kim",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"Holothuria",NA,"","",7.12419,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","","",NA,"",NA,NA,"Forskaal",NA,NA,"",171.35625,NA,"Invertebrate Zoology","Majuro Atoll",NA,NA,NA,NA,NA,"",NA,NA,"FM-St-MAJ08-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"","","",NA,"",NA,"PreservedSpecimen",NA,NA,NA,"872733a2-67a3-4c54-aa76-862735a5f334",NA,NA,NA,NA,NA,"",4,"","",NA,NA,NA,"","8f4d2f39-7abf-44a5-b6e2-b50f7fc0aa4f",NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,"","Republic of the Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,NA,"2014-09-12T13:56:51.825Z",NA,"impatiens",NA,NA
